"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2010,"Dodge","Caliber","SXT Fleet","Wagon","Automatic","1b3cb4ha6ad552304","in",35,77924,"white","black","primeritus remarketing/crescent bank & trust",6475,5000,"Tue Dec 30 2014 10:00:00 GMT-0800 (PST)",2014-12-30
2010,"Dodge","Caliber","SXT Fleet","Wagon","Automatic","1b3cb4ha6ad552304","tn",34,77928,"white","gray","sullivan auto group llc",6425,7100,"Wed Jan 14 2015 02:30:00 GMT-0800 (PST)",2015-01-14
2010,"Dodge","Caliber","SXT Fleet","Wagon","Automatic","1b3cb4ha6ad660955","ga",26,103076,"black","black","capital one auto finance",5025,3700,"Tue Jan 13 2015 09:30:00 GMT-0800 (PST)",2015-01-13
2010,"Dodge","Caliber","SXT Fleet","Wagon","Automatic","1b3cb4ha6ad660955","ga",25,104831,"black","gray","barattini quality cars & trucks inc",4725,5500,"Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)",2015-06-04
2011,"Dodge","Caliber","Heat","Wagon","Automatic","1b3cb5haxbd256984","nj",36,67340,"silver","black","jpmorgan chase bank n.a.",7475,7700,"Wed Jan 14 2015 01:30:00 GMT-0800 (PST)",2015-01-14
2011,"Dodge","Caliber","Heat","Wagon","Automatic","1b3cb5haxbd256984","tn",41,67346,"silver","black","wholesale inc # 2",7650,8900,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2010,"Dodge","Avenger","Express","Sedan","Automatic","1b3cc1fb0an232400","ga",19,89229,"red","black","santander consumer",6775,6100,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2010,"Dodge","Avenger","Express","Sedan","Automatic","1b3cc1fb0an232400","ga",2,89244,"red","black","innovative auto llc",6850,7300,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)",2015-02-12
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb3an100944","tx",35,104626,"white","gray","san antonio dodge chrysler jeep",5400,6100,"Wed Feb 18 2015 02:05:00 GMT-0800 (PST)",2015-02-18
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb3an100944","tx",35,104629,"white","gray","san antonio dodge chrysler jeep",5450,4400,"Wed Feb 25 2015 02:00:00 GMT-0800 (PST)",2015-02-25
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb3an124189","mo",32,82301,"gold","black","exeter finance corp",5850,6800,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb3an124189","mo",27,82326,"gold","black","meridian remarketing",6225,6200,"Wed Feb 04 2015 02:30:00 GMT-0800 (PST)",2015-02-04
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb6an225226","va",24,57540,"blue","black","gm financial",7000,6300,"Wed Jan 21 2015 01:30:00 GMT-0800 (PST)",2015-01-21
2010,"Dodge","Avenger","SXT","Sedan","Automatic","1b3cc4fb6an225226","va",21,58228,"gray","gray","gm financial",7450,5600,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2010,"Dodge","Avenger","R/T","Sedan","Automatic","1b3cc5fb0an234929","fl",24,77151,"white","gray","regional acceptance corporation / greenville",7950,6900,"Thu May 21 2015 02:35:00 GMT-0700 (PDT)",2015-05-21
2010,"Dodge","Avenger","R/T","Sedan","Automatic","1b3cc5fb0an234929","fl",19,77160,"white","black","meridian remarketing",7425,6000,"Thu Jun 18 2015 02:35:00 GMT-0700 (PDT)",2015-06-18
2010,"Dodge","Avenger","R/T","Sedan","Automatic","1b3cc5fb3an151253","tx",29,87107,"silver","gray","dt credit corporation",7475,5600,"Tue May 26 2015 04:00:00 GMT-0700 (PDT)",2015-05-26
2010,"Dodge","Avenger","R/T","Sedan","Automatic","1b3cc5fb3an151253","tx",25,87109,"silver","gray","meridian remarketing",7125,4800,"Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)",2015-06-03
2005,"Dodge","Stratus","SXT","Sedan","Automatic","1b3el46x05n570519","fl",35,138754,"silver","black","zimmerman auto brokers inc",1450,1400,"Fri Dec 19 2014 09:30:00 GMT-0800 (PST)",2014-12-19
2005,"Dodge","Stratus","SXT","Sedan","Automatic","1b3el46x05n570519","fl",2,138762,"silver","gray","rite choice enterprise llc",1550,500,"Tue Mar 03 2015 01:32:00 GMT-0800 (PST)",2015-03-03
2005,"Dodge","Neon","SXT","Sedan","Manual","1b3es56c85d258170","ca",27,105620,"orange","black","arrowhead auto group inc",1675,2300,"Thu Feb 19 2015 04:00:00 GMT-0800 (PST)",2015-02-19
2005,"Dodge","Neon","SXT","Sedan","Manual","1b3es56c85d258170","ca",27,105658,"orange","black","arrowhead auto group inc",1725,2100,"Thu Feb 26 2015 04:00:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b18d645275","ga",24,101166,"black","beige","onpoint financial corp",3875,2500,"Thu Jan 08 2015 10:00:00 GMT-0800 (PST)",2015-01-08
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b18d645275","ga",26,101174,"black","beige","tdaf remarketing",3275,3400,"Tue Jan 27 2015 05:10:00 GMT-0800 (PST)",2015-01-27
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b58d629676","oh",26,115240,"black","black","car now acceptance co/columbus",3500,3500,"Thu Jan 15 2015 01:00:00 GMT-0800 (PST)",2015-01-15
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b58d629676","oh",25,115449,"black","black","sullivan auto group llc",3750,5500,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)",2015-03-05
2007,"Dodge","Caliber","Base","Wagon","Automatic","1b3hb28b87d151106","nc",22,160802,"orange","gray","mid atlantic finance/clearwater",2275,1400,"Mon Feb 02 2015 01:30:00 GMT-0800 (PST)",2015-02-02
2007,"Dodge","Caliber","Base","Wagon","Automatic","1b3hb28b87d151106","nc",19,160805,"orange","beige","national fleet leasing",2050,1800,"Mon Feb 09 2015 01:30:00 GMT-0800 (PST)",2015-02-09
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b98d624528","ny",41,92317,"gray","gray","adk auto brokers inc",4025,3600,"Thu Jan 08 2015 01:45:00 GMT-0800 (PST)",2015-01-08
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28b98d624528","ny",41,92321,"gray","gray","adk auto brokers inc",3450,4200,"Thu Feb 12 2015 01:45:00 GMT-0800 (PST)",2015-02-12
2007,"Dodge","Caliber","Base","Wagon","Automatic","1b3hb28bx7d522685","az",19,137047,"black","brown","prestige financial services",2850,1800,"Thu Jan 22 2015 03:00:00 GMT-0800 (PST)",2015-01-22
2007,"Dodge","Caliber","Base","Wagon","Other","1b3hb28bx7d522685","az",19,137050,"black","beige","remarketing by ge/manheim phoenix",2550,2100,"Thu Feb 26 2015 03:00:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28bx8d751868","md",2,90543,"black","black","santander consumer",4225,3200,"Tue Dec 30 2014 09:30:00 GMT-0800 (PST)",2014-12-30
2008,"Dodge","Caliber","SE","Wagon","Automatic","1b3hb28bx8d751868","md",26,90551,"black","black","remarketing by ge/manheim baltimore washington",3900,2000,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2007,"Dodge","Caliber","Base","Wagon","Manual","1b3hb28c27d547685","ga",34,77175,"gray","gray","global imports",3625,2600,"Thu Feb 05 2015 02:00:00 GMT-0800 (PST)",2015-02-05
2007,"Dodge","Caliber","Base","Wagon","Manual","1b3hb28c27d547685","ga",35,77181,"gray","gray","ari",3650,3300,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)",2015-02-12
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a19d157142","tx",27,95610,"red","tan","dt inventory",4875,4300,"Tue Jan 27 2015 03:00:00 GMT-0800 (PST)",2015-01-27
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a19d157142","tx",27,96847,"red","beige","tdaf remarketing",4525,5000,"Wed May 27 2015 03:15:00 GMT-0700 (PDT)",2015-05-27
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a29d258903","ga",22,80470,"black","Unknown","santander consumer",5450,4300,"Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)",2015-06-16
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a29d258903","ga",34,80479,"black","black","innovative auto llc",5450,5800,"Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)",2015-06-18
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a39d170667","tx",28,120884,"silver","black","united acceptance",3900,2700,"Thu Jan 22 2015 03:00:00 GMT-0800 (PST)",2015-01-22
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a39d170667","tx",28,120914,"silver","gray","fidelity financial",3700,4600,"Wed Feb 04 2015 02:20:00 GMT-0800 (PST)",2015-02-04
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a59d143132","ca",26,111843,"white","gray","tdaf remarketing",3925,3600,"Tue Dec 30 2014 00:00:00 GMT-0800 (PST)",2014-12-30
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a59d143132","ca",24,111880,"white","black","tdaf remarketing",4025,3900,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)",2015-02-10
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a59d214054","tx",35,39685,"orange","Unknown","cm investments",7175,5500,"Mon Dec 22 2014 10:00:00 GMT-0800 (PST)",2014-12-22
2009,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48a59d214054","tx",19,39722,"orange","black","cm investments",7125,4000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b07d254631","ca",35,102242,"gray","gray","valley kia",3425,4700,"Thu Jan 22 2015 04:00:00 GMT-0800 (PST)",2015-01-22
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b07d254631","ca",28,102262,"gray","gray","meridian remarketing",3675,4250,"Tue Feb 17 2015 04:30:00 GMT-0800 (PST)",2015-02-17
2008,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b08d692406","nc",2,114082,"silver","gray","repo remarketing/twin star credit union",3625,2200,"Mon May 25 2015 02:30:00 GMT-0700 (PDT)",2015-05-25
2008,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b08d692406","nc",19,114086,"silver","gray","primeritus remarketing / chesterfield impor",3775,3200,"Mon Jun 15 2015 02:30:00 GMT-0700 (PDT)",2015-06-15
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b47d313020","la",24,96743,"gray","gray","national auto acceptance",4000,2200,"Wed Dec 31 2014 10:00:00 GMT-0800 (PST)",2014-12-31
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b47d313020","la",27,98911,"gray","gray","nextgear capital",3950,2000,"Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)",2015-06-03
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b47d559534","tn",36,114427,"red","gray","newton nissan of gallatin inc",3100,5200,"Tue Jan 27 2015 02:30:00 GMT-0800 (PST)",2015-01-27
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b47d559534","tn",22,114431,"red","gray","manheim nashville",3225,2700,"Tue Feb 03 2015 02:30:00 GMT-0800 (PST)",2015-02-03
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b57d287284","mo",19,84368,"red","gray","chrysler capital",3900,4600,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b57d287284","mo",25,84380,"red","gray","meridian remarketing",4100,3900,"Wed Feb 18 2015 02:30:00 GMT-0800 (PST)",2015-02-18
2008,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b68d739471","oh",44,100969,"black","black","exceptional motorcar llc",4275,4900,"Tue Jan 20 2015 01:30:00 GMT-0800 (PST)",2015-01-20
2008,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b68d739471","oh",44,100970,"black","black","exceptional motorcar llc",3925,4000,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)",2015-01-27
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b77d542310","tx",32,125336,"blue","gray","santander consumer",2850,2600,"Wed Jan 28 2015 02:30:00 GMT-0800 (PST)",2015-01-28
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48b77d542310","tx",34,125369,"blue","gray","dt inventory",3325,3300,"Tue Mar 03 2015 03:00:00 GMT-0800 (PST)",2015-03-03
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48bx7d113596","ga",2,1,"red","gray","charitable adult rides services/car donating is",5100,2300,"Thu Jan 22 2015 04:30:00 GMT-0800 (PST)",2015-01-22
2007,"Dodge","Caliber","SXT","Wagon","Automatic","1b3hb48bx7d113596","ga",2,326716,"red","gray","charitable adult rides services/car donating is",1175,900,"Thu Jan 22 2015 04:30:00 GMT-0800 (PST)",2015-01-22
2009,"Dodge","Caliber","R/T","Wagon","Automatic","1b3hb78b29d111281","md",3,1,"white","black","greenwood remarketing",7075,2400,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)",2015-01-27
2009,"Dodge","Caliber","R/T","Wagon","Automatic","1b3hb78b29d111281","md",2,136115,"white","black","greenwood remarketing",2400,3500,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2007,"Dodge","Caliber","R/T","Wagon","Automatic","1b3he78kx7d302094","tx",24,75269,"Unknown","tan","huffines chrysler jeep dodge lewisville",6175,5700,"Thu Mar 05 2015 03:00:00 GMT-0800 (PST)",2015-03-05
2007,"Dodge","Caliber","R/T","Wagon","Automatic","1b3he78kx7d302094","tx",3,75338,"orange","tan","mid city mcandrew motors",6425,6600,"Thu May 28 2015 04:00:00 GMT-0700 (PDT)",2015-05-28
2009,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46b49n569407","hi",25,64552,"gold","black","santander consumer",6700,5400,"Wed Feb 25 2015 07:30:00 GMT-0800 (PST)",2015-02-25
2009,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46b49n569407","hi",19,64554,"gold","black","manheim hawaii",6500,4000,"Wed Mar 04 2015 06:30:00 GMT-0800 (PST)",2015-03-04
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46j68n143417","ca",28,122831,"silver","gray","billion dodge chrysler jeep",3450,4200,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46j68n143417","ca",28,122832,"silver","gray","billion dodge chrysler jeep",3825,4600,"Wed Feb 25 2015 04:30:00 GMT-0800 (PST)",2015-02-25
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46k38n102137","tx",31,98671,"red","gray","dt credit corporation",3650,2500,"Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)",2015-06-02
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46k38n102137","tx",27,98704,"red","gray","fidelity financial",3625,5500,"Fri Jun 05 2015 04:00:00 GMT-0700 (PDT)",2015-06-05
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46k48n278663","va",19,113416,"white","gray","dt credit corporation",3675,3500,"Thu Jan 15 2015 01:05:00 GMT-0800 (PST)",2015-01-15
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46k48n278663","va",24,113425,"white","gray","mcmb financial",4050,4200,"Thu Feb 26 2015 01:20:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46rx8n253134","ca",1,97958,"white","gray","santander consumer",5150,3100,"Tue Feb 10 2015 05:00:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Avenger","SE","Sedan","Automatic","1b3lc46rx8n253134","ca",27,98078,"white","gray","tdaf remarketing",4700,6300,"Tue Mar 03 2015 04:30:00 GMT-0800 (PST)",2015-03-03
2009,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56b99n556996","fl",28,96604,"gray","black","fiserv/dealer funding llc",5950,5500,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2009,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56b99n556996","fl",19,96610,"gray","black","fiserv/dealer funding llc",5900,3100,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56j78n139026","nj",21,103989,"orange","gray","wells fargo dealer services",4775,4400,"Wed Jan 14 2015 01:30:00 GMT-0800 (PST)",2015-01-14
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56j78n139026","nj",28,103996,"orange","gray","wells fargo dealer services",5000,3800,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56k08n687779","fl",19,88657,"red","Unknown","nicholas financial inc/clearwater",5600,5700,"Thu Jan 15 2015 07:00:00 GMT-0800 (PST)",2015-01-15
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56k08n687779","fl",19,88668,"red","tan","remarketing by ge/drivetime",5675,4500,"Tue Feb 17 2015 10:00:00 GMT-0800 (PST)",2015-02-17
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56kx8n604150","fl",22,148211,"white","gray","regional acceptance corporation / greenville",2750,2300,"Tue Jan 06 2015 18:00:00 GMT-0800 (PST)",2015-01-06
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56kx8n604150","fl",19,148215,"white","gray","cadilexus",3125,2700,"Tue Mar 03 2015 10:00:00 GMT-0800 (PST)",2015-03-03
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56kx8n687966","fl",19,121303,"red","gray","grieco nissan",4175,5100,"Thu Jan 15 2015 01:30:00 GMT-0800 (PST)",2015-01-15
2008,"Dodge","Avenger","SXT","Sedan","Automatic","1b3lc56kx8n687966","fl",19,121305,"red","gray","grieco nissan",4500,4200,"Thu Feb 26 2015 01:15:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Avenger","R/T","Sedan","Automatic","1b3lc76m68n588185","ca",25,124254,"silver","gray","premium auto wholesale",4275,5250,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)",2014-12-18
2008,"Dodge","Avenger","R/T","Sedan","Automatic","1b3lc76m68n588185","ca",25,124256,"silver","gray","premium auto wholesale",4375,4400,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)",2015-01-08
2001,"Dodge","Durango","Sport","Suv","Automatic","1b4hr28n61f641511","tx",25,1,"white","brown","titlemax/san antonio tx24",1950,600,"Wed Jan 07 2015 02:00:00 GMT-0800 (PST)",2015-01-07
2001,"Dodge","Durango","Sport","Suv","Automatic","1b4hr28n61f641511","tx",25,253548,"white","brown","titlemax/san antonio tx24",375,1000,"Wed Jan 28 2015 02:00:00 GMT-0800 (PST)",2015-01-28
2000,"Dodge","Durango","SLT Plus","Suv","Other","1b4hr28y7yf116252","tn",1,1,"white","Unknown","titlemax of nashville #3",1150,350,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)",2015-03-03
2000,"Dodge","Durango","SLT Plus","Suv","Other","1b4hr28y7yf116252","tn",1,207081,"white","Unknown","titlemax of nashville #3",625,725,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)",2015-03-03
2001,"Dodge","Dakota","Base","Club Cab","Automatic","1b7gg22n01s348630","az",1,1,"black","black","veros credit",2450,400,"Thu Jan 22 2015 03:00:00 GMT-0800 (PST)",2015-01-22
2001,"Dodge","Dakota","Base","Club Cab","Automatic","1b7gg22n01s348630","az",1,140318,"black","black","veros credit",1600,2200,"Thu Jan 22 2015 03:00:00 GMT-0800 (PST)",2015-01-22
2002,"Dodge","Durango","SLT Plus","Suv","Automatic","1b8hs58n92f141848","ca",35,108994,"blue","brown","symbolic motor cars",2075,3800,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)",2015-02-10
2002,"Dodge","Durango","SLT Plus","Suv","Automatic","1b8hs58n92f141848","ca",26,109006,"blue","tan","symbolic motor cars",2050,2800,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)",2015-03-03
2005,"Chrysler","Crossfire","Limited","Convertible","Automatic","1c3an65l85x048764","ga",21,103340,"black","gray","carworks inc",3050,5000,"Tue Jan 06 2015 13:00:00 GMT-0800 (PST)",2015-01-06
2005,"Chrysler","Crossfire","Limited","Convertible","Automatic","1c3an65l85x048764","ga",29,103711,"black","Unknown","carworks inc",4550,4500,"Tue Feb 03 2015 05:00:00 GMT-0800 (PST)",2015-02-03
2011,"Chrysler","200","Touring","Sedan","Automatic","1c3bc1fbxbn547723","ca",31,82412,"silver","black","tidewater motor credit",7850,8700,"Wed Jan 14 2015 04:30:00 GMT-0800 (PST)",2015-01-14
2011,"Chrysler","200","Touring","Sedan","Automatic","1c3bc1fbxbn547723","ca",29,82419,"silver","black","tidewater motor credit",7425,7300,"Wed Jan 28 2015 04:30:00 GMT-0800 (PST)",2015-01-28
2011,"Chrysler","200","Touring","Sedan","Automatic","1c3bc1fg1bn525766","nv",2,30652,"silver","Unknown","titlemax/las vegas nv28",9100,8900,"Thu Dec 18 2014 11:00:00 GMT-0800 (PST)",2014-12-18
2011,"Chrysler","200","Touring","Sedan","Automatic","1c3bc1fg1bn525766","nv",4,30671,"silver","black","unique autos",9275,10400,"Fri Jan 09 2015 11:45:00 GMT-0800 (PST)",2015-01-09
2011,"Chrysler","200","Touring","Convertible","Automatic","1c3bc2eg0bn545630","ca",29,88001,"silver","black","guard auto sales",6200,8000,"Wed Jan 07 2015 12:30:00 GMT-0800 (PST)",2015-01-07
2011,"Chrysler","200","Touring","Convertible","Automatic","1c3bc2eg0bn545630","ca",32,88065,"silver","black","guard auto sales",6100,8000,"Wed Jan 28 2015 04:30:00 GMT-0800 (PST)",2015-01-28
2011,"Chrysler","200","Touring","Convertible","Automatic","1c3bc2eg4bn589291","ca",36,69323,"silver","black","felix chevrolet & cadillac",7450,9250,"Wed Jan 07 2015 04:15:00 GMT-0800 (PST)",2015-01-07
2011,"Chrysler","200","Touring","Convertible","Automatic","1c3bc2eg4bn589291","ca",37,69341,"silver","black","felix chevrolet & cadillac",7475,8750,"Wed Feb 11 2015 04:15:00 GMT-0800 (PST)",2015-02-11
2011,"Chrysler","200","Limited","Sedan","Automatic","1c3bc2fb9bn582842","ca",19,78503,"blue","black","cig financial",8875,7300,"Wed Dec 17 2014 12:30:00 GMT-0800 (PST)",2014-12-17
2011,"Chrysler","200","Limited","Sedan","Automatic","1c3bc2fb9bn582842","ca",2,78511,"blue","black","meridian remarketing",8075,7000,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
